---- Start of CSV ----
Timestamp(ms),Vref_ADC,Vref_V,Vgas_ADC,Vgas_V,Batt_V,Batt_SOC,VoltageAlert,Sample_count
325,2380,1.9179,2361,1.9026,3.625,3.7,0,1
156,2391,1.9268,2375,1.9139,3.626,3.7,0,1
1682,2393,1.9284,2359,1.9010,3.626,3.4,0,2
3190,2391,1.9268,2363,1.9042,3.626,3.4,0,3
156,2388,1.9244,2363,1.9042,3.626,3.4,0,1
1682,2379,1.9171,2363,1.9042,3.621,3.0,0,2
3190,2383,1.9204,2357,1.8994,3.621,3.0,0,3
4698,2380,1.9179,2355,1.8978,3.621,3.0,0,4
6206,2388,1.9244,2357,1.8994,3.621,3.0,0,5
7714,2391,1.9268,2357,1.8994,3.621,3.0,0,6
9222,2383,1.9204,2357,1.8994,3.621,3.0,0,7
10730,2387,1.9236,2356,1.8986,3.621,3.0,0,8
12238,2391,1.9268,2357,1.8994,3.621,3.0,0,9
13746,2377,1.9155,2351,1.8946,3.621,3.0,0,10
15254,2387,1.9236,2351,1.8946,3.621,3.0,0,11
16762,2388,1.9244,2353,1.8962,3.621,3.0,0,12
18270,2387,1.9236,2355,1.8978,3.621,3.0,0,13
19778,2386,1.9228,2355,1.8978,3.621,3.0,0,14
21286,2392,1.9276,2350,1.8938,3.621,3.0,0,15
22794,2387,1.9236,2350,1.8938,3.621,3.0,0,16
24302,2389,1.9252,2351,1.8946,3.621,3.0,0,17
25810,2380,1.9179,2349,1.8930,3.621,3.0,0,18
27318,2380,1.9179,2351,1.8946,3.621,3.0,0,19
28826,2388,1.9244,2350,1.8938,3.621,3.0,0,20
30334,2392,1.9276,2348,1.8922,3.621,3.0,0,21
31842,2388,1.9244,2349,1.8930,3.621,3.0,0,22
33350,2392,1.9276,2349,1.8930,3.621,3.0,0,23
34858,2385,1.9220,2349,1.8930,3.621,3.0,0,24
36366,2383,1.9204,2348,1.8922,3.621,3.0,0,25
37874,2387,1.9236,2348,1.8922,3.621,3.0,0,26
39382,2380,1.9179,2347,1.8914,3.621,3.0,0,27
40890,2377,1.9155,2345,1.8897,3.621,3.0,0,28
42398,2380,1.9179,2347,1.8914,3.621,3.0,0,29
43906,2377,1.9155,2348,1.8922,3.621,3.0,0,30
45414,2389,1.9252,2347,1.8914,3.621,3.0,0,31
46922,2376,1.9147,2347,1.8914,3.621,3.0,0,32
48430,2391,1.9268,2347,1.8914,3.621,3.0,0,33
49938,2389,1.9252,2347,1.8914,3.621,3.0,0,34
51446,2380,1.9179,2347,1.8914,3.621,3.0,0,35
52954,2388,1.9244,2347,1.8914,3.621,3.0,0,36
54462,2380,1.9179,2349,1.8930,3.621,3.0,0,37
55970,2387,1.9236,2346,1.8905,3.621,3.0,0,38
57478,2383,1.9204,2349,1.8930,3.621,3.0,0,39
58986,2391,1.9268,2347,1.8914,3.621,3.0,0,40
60494,2389,1.9252,2345,1.8897,3.621,3.0,0,41
62002,2379,1.9171,2347,1.8914,3.620,3.0,0,42
63510,2387,1.9236,2348,1.8922,3.621,3.0,0,43
65018,2387,1.9236,2348,1.8922,3.621,3.0,0,44
66526,2382,1.9196,2347,1.8914,3.621,3.0,0,45
68034,2391,1.9268,2345,1.8897,3.620,3.0,0,46
69542,2376,1.9147,2347,1.8914,3.621,3.0,0,47
71050,2382,1.9196,2345,1.8897,3.620,3.0,0,48
72558,2387,1.9236,2345,1.8897,3.620,3.0,0,49
74066,2387,1.9236,2346,1.8905,3.620,3.0,0,50
75574,2389,1.9252,2347,1.8914,3.620,3.0,0,51
77082,2389,1.9252,2345,1.8897,3.620,3.0,0,52
78590,2387,1.9236,2345,1.8897,3.620,3.0,0,53
80098,2383,1.9204,2344,1.8889,3.620,3.0,0,54
81606,2386,1.9228,2345,1.8897,3.620,3.0,0,55
83114,2383,1.9204,2347,1.8914,3.620,3.0,0,56
84622,2388,1.9244,2344,1.8889,3.620,3.0,0,57
86130,2380,1.9179,2347,1.8914,3.620,3.0,0,58
87638,2379,1.9171,2347,1.8914,3.620,3.0,0,59
89146,2387,1.9236,2345,1.8897,3.620,3.0,0,60
90654,2379,1.9171,2345,1.8897,3.620,3.0,0,61
92162,2381,1.9188,2347,1.8914,3.620,3.0,0,62
93670,2379,1.9171,2345,1.8897,3.620,3.0,0,63
95178,2388,1.9244,2345,1.8897,3.620,3.0,0,64
96686,2379,1.9171,2346,1.8905,3.620,3.0,0,65
98194,2387,1.9236,2345,1.8897,3.620,3.0,0,66
99702,2383,1.9204,2347,1.8914,3.620,3.0,0,67
101210,2379,1.9171,2345,1.8897,3.620,3.0,0,68
102718,2381,1.9188,2345,1.8897,3.620,3.0,0,69
104226,2387,1.9236,2345,1.8897,3.620,3.0,0,70
105734,2377,1.9155,2346,1.8905,3.620,3.0,0,71
107242,2378,1.9163,2344,1.8889,3.620,3.0,0,72
108750,2389,1.9252,2347,1.8914,3.620,3.0,0,73
110258,2377,1.9155,2345,1.8897,3.620,3.0,0,74
111766,2387,1.9236,2347,1.8914,3.620,3.0,0,75
113274,2377,1.9155,2345,1.8897,3.620,3.0,0,76
114782,2381,1.9188,2345,1.8897,3.620,3.0,0,77
116290,2391,1.9268,2345,1.8897,3.620,3.0,0,78
117798,2383,1.9204,2345,1.8897,3.620,3.0,0,79
119306,2377,1.9155,2347,1.8914,3.620,3.0,0,80
120814,2381,1.9188,2343,1.8881,3.620,3.0,0,81
122322,2376,1.9147,2344,1.8889,3.620,3.0,0,82
123830,2378,1.9163,2345,1.8897,3.620,3.0,0,83
125338,2379,1.9171,2347,1.8914,3.620,3.0,0,84
126846,2379,1.9171,2345,1.8897,3.620,3.0,0,85
128354,2376,1.9147,2345,1.8897,3.620,3.0,0,86
129862,2381,1.9188,2344,1.8889,3.620,3.0,0,87
131370,2389,1.9252,2347,1.8914,3.620,3.0,0,88
132878,2381,1.9188,2347,1.8914,3.620,3.0,0,89
134386,2379,1.9171,2345,1.8897,3.620,3.0,0,90
135894,2387,1.9236,2345,1.8897,3.620,3.0,0,91
137402,2383,1.9204,2345,1.8897,3.620,3.0,0,92
138910,2381,1.9188,2345,1.8897,3.620,3.0,0,93
140418,2381,1.9188,2346,1.8905,3.620,3.0,0,94
141926,2383,1.9204,2345,1.8897,3.620,3.0,0,95
143434,2383,1.9204,2345,1.8897,3.620,3.0,0,96
144942,2388,1.9244,2346,1.8905,3.620,3.0,0,97
146450,2380,1.9179,2347,1.8914,3.620,3.0,0,98
147958,2385,1.9220,2344,1.8889,3.620,3.0,0,99
149466,2386,1.9228,2347,1.8914,3.620,3.0,0,100
150974,2391,1.9268,2346,1.8905,3.620,3.0,0,101
152482,2381,1.9188,2347,1.8914,3.620,3.0,0,102
153990,2390,1.9260,2347,1.8914,3.620,3.0,0,103
155498,2388,1.9244,2346,1.8905,3.620,3.0,0,104
157006,2383,1.9204,2347,1.8914,3.620,3.0,0,105
158514,2383,1.9204,2346,1.8905,3.620,3.0,0,106
160022,2381,1.9188,2347,1.8914,3.620,3.0,0,107
161530,2387,1.9236,2347,1.8914,3.620,3.0,0,108
163038,2383,1.9204,2345,1.8897,3.620,3.0,0,109
164546,2387,1.9236,2347,1.8914,3.620,3.0,0,110
166054,2387,1.9236,2347,1.8914,3.620,3.0,0,111
167562,2386,1.9228,2347,1.8914,3.620,3.0,0,112
169070,2379,1.9171,2345,1.8897,3.620,3.0,0,113
170578,2380,1.9179,2347,1.8914,3.620,3.0,0,114
172086,2388,1.9244,2346,1.8905,3.620,3.0,0,115
173594,2389,1.9252,2347,1.8914,3.620,3.0,0,116
175102,2388,1.9244,2347,1.8914,3.620,3.0,0,117
176610,2391,1.9268,2348,1.8922,3.620,3.0,0,118
178118,2387,1.9236,2349,1.8930,3.619,3.0,0,119
179626,2383,1.9204,2347,1.8914,3.620,3.0,0,120
181134,2381,1.9188,2347,1.8914,3.619,3.0,0,121
182642,2381,1.9188,2347,1.8914,3.620,3.0,0,122
184150,2391,1.9268,2347,1.8914,3.620,3.0,0,123
185658,2380,1.9179,2347,1.8914,3.619,3.0,0,124
187166,2381,1.9188,2348,1.8922,3.620,3.0,0,125
188674,2390,1.9260,2347,1.8914,3.620,3.0,0,126
190182,2392,1.9276,2347,1.8914,3.619,3.0,0,127
191690,2396,1.9308,2349,1.8930,3.620,3.0,0,128
193198,2381,1.9188,2347,1.8914,3.620,3.0,0,129
194706,2391,1.9268,2345,1.8897,3.619,3.0,0,130
196214,2380,1.9179,2347,1.8914,3.619,3.0,0,131
197722,2387,1.9236,2348,1.8922,3.620,3.0,0,132
199230,2391,1.9268,2349,1.8930,3.620,3.0,0,133
200738,2386,1.9228,2347,1.8914,3.620,3.0,0,134
202246,2393,1.9284,2349,1.8930,3.620,3.0,0,135
203754,2390,1.9260,2350,1.8938,3.619,3.0,0,136
205262,2393,1.9284,2349,1.8930,3.619,3.0,0,137
206770,2391,1.9268,2349,1.8930,3.619,3.0,0,138
208278,2391,1.9268,2349,1.8930,3.619,3.0,0,139
209786,2391,1.9268,2349,1.8930,3.619,3.0,0,140
211294,2393,1.9284,2349,1.8930,3.620,3.0,0,141
212802,2383,1.9204,2349,1.8930,3.619,3.0,0,142
214310,2387,1.9236,2347,1.8914,3.619,3.0,0,143
215819,2390,1.9260,2349,1.8930,3.619,3.0,0,144
217327,2393,1.9284,2349,1.8930,3.619,3.0,0,145
218835,2387,1.9236,2349,1.8930,3.619,3.0,0,146
220343,2391,1.9268,2347,1.8914,3.619,3.0,0,147
221851,2396,1.9308,2349,1.8930,3.619,3.0,0,148
223359,2392,1.9276,2351,1.8946,3.619,3.0,0,149
224867,2383,1.9204,2351,1.8946,3.619,3.0,0,150
226375,2391,1.9268,2351,1.8946,3.619,3.0,0,151
227883,2388,1.9244,2349,1.8930,3.619,3.0,0,152
229391,2397,1.9316,2351,1.8946,3.619,3.0,0,153
230899,2390,1.9260,2355,1.8978,3.619,3.0,0,154
232407,2383,1.9204,2348,1.8922,3.619,3.0,0,155
233915,2394,1.9292,2351,1.8946,3.619,3.0,0,156
235423,2390,1.9260,2349,1.8930,3.619,3.0,0,157
236931,2391,1.9268,2349,1.8930,3.619,3.0,0,158
238439,2397,1.9316,2351,1.8946,3.619,3.0,0,159
239947,2392,1.9276,2351,1.8946,3.619,3.0,0,160
241455,2393,1.9284,2351,1.8946,3.619,3.0,0,161
242963,2389,1.9252,2351,1.8946,3.619,3.0,0,162
244471,2393,1.9284,2351,1.8946,3.619,3.0,0,163
245979,2393,1.9284,2351,1.8946,3.619,3.0,0,164
247487,2391,1.9268,2352,1.8954,3.619,3.0,0,165
248995,2388,1.9244,2351,1.8946,3.619,3.0,0,166
250503,2387,1.9236,2355,1.8978,3.619,3.0,0,167
252011,2389,1.9252,2351,1.8946,3.619,3.0,0,168
253519,2391,1.9268,2351,1.8946,3.619,3.0,0,169
255027,2393,1.9284,2352,1.8954,3.619,3.0,0,170
256536,2389,1.9252,2352,1.8954,3.619,3.0,0,171
258044,2389,1.9252,2351,1.8946,3.619,3.0,0,172
259552,2403,1.9365,2351,1.8946,3.619,3.0,0,173
261060,2391,1.9268,2351,1.8946,3.619,3.0,0,174
262568,2397,1.9316,2351,1.8946,3.619,3.0,0,175
264076,2389,1.9252,2355,1.8978,3.619,3.0,0,176
265584,2396,1.9308,2355,1.8978,3.619,3.0,0,177
267092,2395,1.9300,2351,1.8946,3.619,3.0,0,178
268600,2395,1.9300,2351,1.8946,3.619,3.0,0,179
270108,2394,1.9292,2355,1.8978,3.619,3.0,0,180
271616,2390,1.9260,2355,1.8978,3.619,3.0,0,181
273124,2395,1.9300,2351,1.8946,3.619,3.1,0,182
274632,2387,1.9236,2355,1.8978,3.619,3.1,0,183
276140,2391,1.9268,2357,1.8994,3.619,3.1,0,184
277648,2391,1.9268,2354,1.8970,3.619,3.1,0,185
279156,2389,1.9252,2357,1.8994,3.619,3.1,0,186
280665,2393,1.9284,2355,1.8978,3.619,3.1,0,187
282173,2393,1.9284,2355,1.8978,3.619,3.1,0,188
283681,2393,1.9284,2357,1.8994,3.619,3.1,0,189
285189,2390,1.9260,2357,1.8994,3.619,3.1,0,190
286697,2389,1.9252,2351,1.8946,3.619,3.1,0,191
288206,2399,1.9333,2355,1.8978,3.619,3.1,0,192
289714,2391,1.9268,2351,1.8946,3.619,3.1,0,193
291222,2403,1.9365,2355,1.8978,3.619,3.1,0,194
292730,2389,1.9252,2356,1.8986,3.619,3.1,0,195
294238,2399,1.9333,2355,1.8978,3.619,3.1,0,196
295746,2395,1.9300,2357,1.8994,3.619,3.1,0,197
297254,2399,1.9333,2355,1.8978,3.619,3.1,0,198
298762,2404,1.9373,2357,1.8994,3.619,3.1,0,199
300270,2391,1.9268,2355,1.8978,3.619,3.1,0,200
301778,2392,1.9276,2352,1.8954,3.619,3.1,0,201
303286,2399,1.9333,2355,1.8978,3.619,3.1,0,202
304794,2395,1.9300,2357,1.8994,3.619,3.1,0,203
306302,2392,1.9276,2351,1.8946,3.619,3.1,0,204
307810,2395,1.9300,2355,1.8978,3.619,3.1,0,205
309318,2393,1.9284,2357,1.8994,3.619,3.1,0,206
310826,2399,1.9333,2355,1.8978,3.619,3.1,0,207
312334,2393,1.9284,2359,1.9010,3.619,3.1,0,208
313842,2393,1.9284,2357,1.8994,3.619,3.1,0,209
315350,2404,1.9373,2357,1.8994,3.619,3.1,0,210
316858,2396,1.9308,2358,1.9002,3.619,3.1,0,211
318366,2395,1.9300,2357,1.8994,3.619,3.1,0,212
319874,2395,1.9300,2356,1.8986,3.619,3.1,0,213
321382,2391,1.9268,2357,1.8994,3.619,3.1,0,214
322890,2398,1.9325,2357,1.8994,3.619,3.1,0,215
324398,2402,1.9357,2357,1.8994,3.619,3.1,0,216
325906,2403,1.9365,2357,1.8994,3.619,3.1,0,217
327414,2389,1.9252,2357,1.8994,3.619,3.1,0,218
328923,2393,1.9284,2357,1.8994,3.619,3.1,0,219
330431,2395,1.9300,2356,1.8986,3.619,3.1,0,220
331939,2396,1.9308,2357,1.8994,3.619,3.1,0,221
333447,2392,1.9276,2359,1.9010,3.619,3.1,0,222
334955,2398,1.9325,2356,1.8986,3.619,3.1,0,223
336463,2398,1.9325,2357,1.8994,3.619,3.1,0,224
337971,2403,1.9365,2357,1.8994,3.619,3.1,0,225
339479,2391,1.9268,2356,1.8986,3.619,3.1,0,226
340987,2403,1.9365,2359,1.9010,3.619,3.1,0,227
342495,2401,1.9349,2359,1.9010,3.619,3.1,0,228
344003,2399,1.9333,2358,1.9002,3.619,3.1,0,229
345511,2403,1.9365,2359,1.9010,3.619,3.1,0,230
347019,2397,1.9316,2357,1.8994,3.619,3.1,0,231
348527,2396,1.9308,2359,1.9010,3.619,3.1,0,232
350035,2392,1.9276,2357,1.8994,3.619,3.1,0,233
351543,2402,1.9357,2356,1.8986,3.619,3.1,0,234
353051,2397,1.9316,2358,1.9002,3.619,3.1,0,235
354559,2395,1.9300,2359,1.9010,3.619,3.1,0,236
356067,2393,1.9284,2359,1.9010,3.619,3.1,0,237
357575,2395,1.9300,2357,1.8994,3.619,3.1,0,238
359083,2397,1.9316,2359,1.9010,3.619,3.1,0,239
360592,2397,1.9316,2359,1.9010,3.619,3.1,0,240
362100,2405,1.9381,2358,1.9002,3.619,3.1,0,241
363608,2402,1.9357,2361,1.9026,3.619,3.1,0,242
365116,2393,1.9284,2359,1.9010,3.619,3.1,0,243
366624,2397,1.9316,2361,1.9026,3.619,3.1,0,244
368132,2398,1.9325,2359,1.9010,3.619,3.1,0,245
369641,2407,1.9397,2357,1.8994,3.619,3.1,0,246
371149,2407,1.9397,2359,1.9010,3.619,3.1,0,247
372657,2395,1.9300,2359,1.9010,3.619,3.1,0,248
374165,2393,1.9284,2359,1.9010,3.619,3.1,0,249
375673,2397,1.9316,2360,1.9018,3.619,3.1,0,250
377182,2405,1.9381,2359,1.9010,3.619,3.1,0,251
378690,2397,1.9316,2359,1.9010,3.619,3.1,0,252
380198,2398,1.9325,2359,1.9010,3.619,3.1,0,253
381706,2393,1.9284,2359,1.9010,3.619,3.1,0,254
383214,2402,1.9357,2359,1.9010,3.619,3.1,0,255
384723,2396,1.9308,2361,1.9026,3.619,3.1,0,256
386231,2395,1.9300,2359,1.9010,3.619,3.1,0,257
387739,2406,1.9389,2359,1.9010,3.619,3.1,0,258
389247,2394,1.9292,2359,1.9010,3.619,3.1,0,259
390755,2402,1.9357,2359,1.9010,3.619,3.1,0,260
392263,2395,1.9300,2359,1.9010,3.619,3.1,0,261
393772,2395,1.9300,2358,1.9002,3.619,3.1,0,262
395280,2399,1.9333,2360,1.9018,3.619,3.1,0,263
396788,2405,1.9381,2359,1.9010,3.619,3.1,0,264
398296,2405,1.9381,2359,1.9010,3.619,3.1,0,265
399804,2405,1.9381,2361,1.9026,3.619,3.1,0,266
401313,2407,1.9397,2360,1.9018,3.619,3.1,0,267
402821,2406,1.9389,2359,1.9010,3.619,3.1,0,268
404329,2399,1.9333,2360,1.9018,3.619,3.1,0,269
405837,2406,1.9389,2359,1.9010,3.619,3.1,0,270
407345,2402,1.9357,2363,1.9042,3.619,3.1,0,271
408854,2399,1.9333,2361,1.9026,3.619,3.1,0,272
410362,2395,1.9300,2359,1.9010,3.619,3.1,0,273
411870,2399,1.9333,2359,1.9010,3.619,3.1,0,274
413378,2399,1.9333,2358,1.9002,3.619,3.1,0,275
414886,2394,1.9292,2360,1.9018,3.619,3.1,0,276
416394,2396,1.9308,2359,1.9010,3.619,3.1,0,277
417903,2406,1.9389,2357,1.8994,3.619,3.1,0,278
419411,2395,1.9300,2359,1.9010,3.619,3.1,0,279
420919,2403,1.9365,2360,1.9018,3.619,3.1,0,280
422427,2405,1.9381,2361,1.9026,3.619,3.1,0,281
423935,2393,1.9284,2361,1.9026,3.619,3.1,0,282
425444,2405,1.9381,2361,1.9026,3.619,3.1,0,283
426952,2399,1.9333,2360,1.9018,3.619,3.1,0,284
428460,2407,1.9397,2360,1.9018,3.619,3.1,0,285
429968,2407,1.9397,2360,1.9018,3.619,3.1,0,286
431476,2403,1.9365,2359,1.9010,3.619,3.1,0,287
432985,2404,1.9373,2359,1.9010,3.619,3.1,0,288
434493,2408,1.9405,2359,1.9010,3.619,3.1,0,289
436001,2409,1.9413,2360,1.9018,3.619,3.1,0,290
437509,2405,1.9381,2361,1.9026,3.619,3.1,0,291
439017,2403,1.9365,2360,1.9018,3.619,3.1,0,292
440525,2397,1.9316,2361,1.9026,3.619,3.1,0,293
442034,2407,1.9397,2361,1.9026,3.619,3.1,0,294
443542,2403,1.9365,2361,1.9026,3.619,3.1,0,295
445050,2399,1.9333,2363,1.9042,3.619,3.1,0,296
446558,2403,1.9365,2361,1.9026,3.619,3.1,0,297
448066,2396,1.9308,2363,1.9042,3.619,3.1,0,298
449575,2407,1.9397,2363,1.9042,3.619,3.1,0,299
