Timestamp(ms),Vref_ADC,Vref_V,Vref_Filtered,Vgas_ADC,Vgas_V,Vgas_Filtered,Sampling_rate(fs),Cutoff_frequency(fc)
1194214,1966,1.5843,1.5854,1949,1.5706,1.5661,1.00,0.10
1195215,1967,1.5851,1.5856,1947,1.5690,1.5676,1.00,0.10
1196216,1971,1.5884,1.5857,1955,1.5755,1.5692,1.00,0.10
1197217,1967,1.5851,1.5860,1951,1.5722,1.5708,1.00,0.10
1198218,1971,1.5884,1.5863,1951,1.5722,1.5721,1.00,0.10
1199219,1968,1.5859,1.5866,1955,1.5755,1.5729,1.00,0.10
1200220,1967,1.5851,1.5867,1952,1.5730,1.5735,1.00,0.10
1201221,1965,1.5835,1.5862,1955,1.5755,1.5740,1.00,0.10
1202222,1967,1.5851,1.5855,1942,1.5650,1.5737,1.00,0.10
1203223,1967,1.5851,1.5850,1947,1.5690,1.5722,1.00,0.10
1204224,1959,1.5787,1.5844,1945,1.5674,1.5703,1.00,0.10
1205225,1965,1.5835,1.5834,1944,1.5666,1.5688,1.00,0.10
1206226,1962,1.5811,1.5825,1948,1.5698,1.5679,1.00,0.10
1207227,1964,1.5827,1.5820,1939,1.5626,1.5673,1.00,0.10
1208228,1963,1.5819,1.5819,1931,1.5561,1.5658,1.00,0.10
1209229,1972,1.5892,1.5823,1939,1.5626,1.5635,1.00,0.10
1210230,1961,1.5803,1.5833,1919,1.5464,1.5607,1.00,0.10
1211231,1962,1.5811,1.5835,1932,1.5569,1.5575,1.00,0.10
1212232,1967,1.5851,1.5832,1933,1.5577,1.5554,1.00,0.10
1213233,1965,1.5835,1.5832,1927,1.5529,1.5548,1.00,0.10
1214234,1963,1.5819,1.5833,1941,1.5642,1.5551,1.00,0.10
1215235,1961,1.5803,1.5829,1941,1.5642,1.5569,1.00,0.10
1216236,1967,1.5851,1.5825,1945,1.5674,1.5598,1.00,0.10
1217237,1967,1.5851,1.5827,1942,1.5650,1.5627,1.00,0.10
1218238,1967,1.5851,1.5835,1948,1.5698,1.5650,1.00,0.10
1219239,1965,1.5835,1.5841,1951,1.5722,1.5671,1.00,0.10
1220240,1965,1.5835,1.5843,1951,1.5722,1.5692,1.00,0.10
1221241,1965,1.5835,1.5842,1951,1.5722,1.5709,1.00,0.10
1222242,1965,1.5835,1.5840,1933,1.5577,1.5709,1.00,0.10
1223243,1967,1.5851,1.5838,1949,1.5706,1.5693,1.00,0.10
1224244,1963,1.5819,1.5838,1947,1.5690,1.5680,1.00,0.10
1225245,1965,1.5835,1.5836,1943,1.5658,1.5676,1.00,0.10
1226246,1963,1.5819,1.5833,1943,1.5658,1.5672,1.00,0.10
1227247,1963,1.5819,1.5829,1942,1.5650,1.5666,1.00,0.10
1228248,1963,1.5819,1.5825,1942,1.5650,1.5659,1.00,0.10
1229249,1963,1.5819,1.5821,1933,1.5577,1.5649,1.00,0.10
1230250,1963,1.5819,1.5819,1930,1.5553,1.5629,1.00,0.10
1231251,1962,1.5811,1.5818,1930,1.5553,1.5602,1.00,0.10
1232252,1961,1.5803,1.5815,1930,1.5553,1.5577,1.00,0.10
1233253,1961,1.5803,1.5812,1931,1.5561,1.5561,1.00,0.10
1234254,1964,1.5827,1.5809,1942,1.5650,1.5560,1.00,0.10
1235255,1965,1.5835,1.5812,1939,1.5626,1.5576,1.00,0.10
1236256,1965,1.5835,1.5819,1941,1.5642,1.5599,1.00,0.10
1237257,1963,1.5819,1.5825,1943,1.5658,1.5620,1.00,0.10
1238258,1967,1.5851,1.5829,1943,1.5658,1.5638,1.00,0.10
1239259,1965,1.5835,1.5834,1941,1.5642,1.5649,1.00,0.10
1240260,1971,1.5884,1.5840,1943,1.5658,1.5654,1.00,0.10
1241261,1963,1.5819,1.5847,1943,1.5658,1.5656,1.00,0.10
1242262,1964,1.5827,1.5847,1939,1.5626,1.5655,1.00,0.10
1243263,1971,1.5884,1.5845,1949,1.5706,1.5655,1.00,0.10
1244264,1971,1.5884,1.5851,1947,1.5690,1.5662,1.00,0.10
1245265,1963,1.5819,1.5858,1951,1.5722,1.5676,1.00,0.10
1246266,1966,1.5843,1.5856,1945,1.5674,1.5688,1.00,0.10
1247267,1965,1.5835,1.5850,1955,1.5755,1.5699,1.00,0.10
1248268,1965,1.5835,1.5844,1943,1.5658,1.5706,1.00,0.10
1249269,1966,1.5843,1.5840,1950,1.5714,1.5706,1.00,0.10
1250270,1966,1.5843,1.5838,1939,1.5626,1.5699,1.00,0.10
1251271,1955,1.5755,1.5833,1947,1.5690,1.5686,1.00,0.10
1252272,1965,1.5835,1.5821,1944,1.5666,1.5676,1.00,0.10
1253273,1963,1.5819,1.5814,1943,1.5658,1.5670,1.00,0.10
1254274,1960,1.5795,1.5811,1943,1.5658,1.5665,1.00,0.10
1255275,1960,1.5795,1.5808,1941,1.5642,1.5660,1.00,0.10
1256276,1961,1.5803,1.5803,1939,1.5626,1.5653,1.00,0.10
1257277,1961,1.5803,1.5801,1935,1.5593,1.5642,1.00,0.10
1258278,1951,1.5722,1.5795,1934,1.5585,1.5625,1.00,0.10
1259279,1965,1.5835,1.5786,1933,1.5577,1.5608,1.00,0.10
1260280,1963,1.5819,1.5787,1935,1.5593,1.5594,1.00,0.10
1261281,1959,1.5787,1.5795,1931,1.5561,1.5585,1.00,0.10
1262282,1962,1.5811,1.5800,1935,1.5593,1.5579,1.00,0.10
1263283,1965,1.5835,1.5805,1944,1.5666,1.5583,1.00,0.10
1264284,1963,1.5819,1.5812,1939,1.5626,1.5600,1.00,0.10
1265285,1966,1.5843,1.5820,1933,1.5577,1.5613,1.00,0.10
1266286,1965,1.5835,1.5827,1939,1.5626,1.5615,1.00,0.10
1267287,1963,1.5819,1.5832,1941,1.5642,1.5617,1.00,0.10
1268288,1964,1.5827,1.5832,1945,1.5674,1.5625,1.00,0.10
1269289,1963,1.5819,1.5830,1943,1.5658,1.5639,1.00,0.10
1270290,1961,1.5803,1.5825,1941,1.5642,1.5649,1.00,0.10
1271291,1967,1.5851,1.5822,1943,1.5658,1.5654,1.00,0.10
1272292,1965,1.5835,1.5824,1949,1.5706,1.5659,1.00,0.10
1273293,1963,1.5819,1.5828,1949,1.5706,1.5671,1.00,0.10
1274294,1965,1.5835,1.5829,1947,1.5690,1.5684,1.00,0.10
1275295,1963,1.5819,1.5829,1946,1.5682,1.5692,1.00,0.10
1276296,1961,1.5803,1.5827,1943,1.5658,1.5691,1.00,0.10
1277297,1951,1.5722,1.5815,1939,1.5626,1.5681,1.00,0.10
1278298,1962,1.5811,1.5796,1944,1.5666,1.5667,1.00,0.10
1279299,1960,1.5795,1.5786,1939,1.5626,1.5656,1.00,0.10
1280300,1961,1.5803,1.5785,1934,1.5585,1.5643,1.00,0.10
1281301,1957,1.5771,1.5787,1939,1.5626,1.5627,1.00,0.10
1282302,1960,1.5795,1.5787,1933,1.5577,1.5615,1.00,0.10
1283303,1963,1.5819,1.5789,1935,1.5593,1.5604,1.00,0.10
1284304,1963,1.5819,1.5797,1931,1.5561,1.5593,1.00,0.10
1285305,1959,1.5787,1.5804,1931,1.5561,1.5582,1.00,0.10
1286306,1961,1.5803,1.5805,1933,1.5577,1.5573,1.00,0.10
1287307,1957,1.5771,1.5802,1933,1.5577,1.5569,1.00,0.10
1288308,1959,1.5787,1.5795,1917,1.5448,1.5561,1.00,0.10
1289309,1960,1.5795,1.5790,1935,1.5593,1.5546,1.00,0.10
1290310,1967,1.5851,1.5792,1940,1.5634,1.5545,1.00,0.10
1291311,1963,1.5819,1.5803,1941,1.5642,1.5567,1.00,0.10
1292312,1960,1.5795,1.5812,1938,1.5618,1.5594,1.00,0.10
1293313,1963,1.5819,1.5815,1941,1.5642,1.5614,1.00,0.10
1294314,1961,1.5803,1.5814,1941,1.5642,1.5629,1.00,0.10
1295315,1963,1.5819,1.5813,1947,1.5690,1.5641,1.00,0.10
1296316,1960,1.5795,1.5812,1947,1.5690,1.5657,1.00,0.10
1297317,1963,1.5819,1.5810,1947,1.5690,1.5672,1.00,0.10
1298318,1961,1.5803,1.5809,1943,1.5658,1.5681,1.00,0.10
1299319,1963,1.5819,1.5809,1943,1.5658,1.5681,1.00,0.10
1300320,1959,1.5787,1.5808,1940,1.5634,1.5673,1.00,0.10
1301321,1961,1.5803,1.5806,1945,1.5674,1.5663,1.00,0.10
1302322,1959,1.5787,1.5802,1940,1.5634,1.5657,1.00,0.10
1303323,1959,1.5787,1.5797,1939,1.5626,1.5650,1.00,0.10
1304324,1959,1.5787,1.5792,1933,1.5577,1.5638,1.00,0.10
1305325,1957,1.5771,1.5788,1929,1.5545,1.5618,1.00,0.10
1306326,1960,1.5795,1.5784,1935,1.5593,1.5595,1.00,0.10
1307327,1957,1.5771,1.5782,1933,1.5577,1.5581,1.00,0.10
1308328,1957,1.5771,1.5780,1931,1.5561,1.5574,1.00,0.10
1309329,1960,1.5795,1.5778,1929,1.5545,1.5568,1.00,0.10
1310330,1962,1.5811,1.5781,1927,1.5529,1.5559,1.00,0.10
1311331,1951,1.5722,1.5784,1933,1.5577,1.5552,1.00,0.10
1312332,1965,1.5835,1.5782,1919,1.5464,1.5545,1.00,0.10
1313333,1961,1.5803,1.5785,1933,1.5577,1.5535,1.00,0.10
1314334,1961,1.5803,1.5794,1935,1.5593,1.5536,1.00,0.10
1315335,1957,1.5771,1.5798,1939,1.5626,1.5553,1.00,0.10
1316336,1963,1.5819,1.5797,1941,1.5642,1.5579,1.00,0.10
1317337,1963,1.5819,1.5800,1937,1.5610,1.5603,1.00,0.10
1318338,1960,1.5795,1.5804,1941,1.5642,1.5619,1.00,0.10
1319339,1964,1.5827,1.5808,1945,1.5674,1.5632,1.00,0.10
1320340,1959,1.5787,1.5809,1949,1.5706,1.5648,1.00,0.10
